,Block,Pout,COND,2Ncond,P,Pe,Pmost,RP ,Ndep,Ncon,Cdep,Blockbit,Branchbit,Maxbranchbit,Minbranchbit,Blockbranch,Rbit,NewRcond,trojan
8120,6.26,1.0,63.5881,1.0,0.00195,0.00024,0.45916,2.92e+17,0.0,1.0,0.999873172,6.0,2.0,2.0,1.0,4.0,0.289764437,1.808075569,0.0
8121,0.61,0.21561,38.2637,4.0,0.00195,1.84e+17,0.25884,3.79e+17,0.0,2.0,0.997866232,5.0,2.0,4.0,4.0,4.0,0.04760269,0.565962995,1.0
8122,8.67,1.0,98.6926,1.0,3.35e+17,2.98e+17,0.5056,0.00391,0.0,1.0,0.998353236,2.0,1.0,1.0,1.0,1.0,0.178291986,1.912480381,0.0
8123,1.12,1.0,-1.7518,1.0,0.00195,7.34e+17,0.50397,0.00391,0.0,1.0,1.0,124.0,2.0,29.0,1.0,12.0,0.458395796,2.075549488,0.0
8124,1.78,1.0,88.8383,1.0,2.64e+17,2.52e+17,0.49473,5.67e+17,0.0,2.0,0.996827768,1.0,2.0,1.0,3.0,2.0,0.527692703,1.684533093,0.0
8125,1.83,0.99073,-27.0651,1.0,6.41e+17,3.17e+17,0.49713,2.4e+17,0.0,1.0,0.999722059,4.0,1.0,4.0,1.0,6.0,0.021467971,0.90051414,0.0
8126,0.7,1.0,-42.5602,1.0,0.00195,7.01e+17,0.49345,0.00391,0.0,1.0,0.998645501,127.0,1.0,3.0,4.0,2.0,0.116700759,0.441449679,0.0
8127,3.03,1.0,56.6246,3.0,9.55e+17,4.12e+17,0.49672,6.3e+17,0.0,2.0,0.99929418,133.0,1.0,2.0,2.952894378729195,2.0,0.965575047,3.0,0.0
8128,1.82,0.57745,40.5654,1.0,2.61e+17,1.31e+17,0.296,9.4e+16,0.0,2.0,0.99883628,6.0,4.0,4.0,128.0,6.0,0.98789812,0.707043752,0.0
8129,2.28,0.16051,-2.8037,1.0,7.61e+16,4.41e+17,0.50376,2.39e+16,0.0,3.0,0.999312946,4.0,1.0,1.0,1.0,3.0,0.504563668,2.033798774,0.0
8130,8.28,0.99941,-94.0295,1.0,1.57e+16,1.41e+17,0.93829,4.8e+17,0.0,1.0,0.998639561,5.0,1.0,6.0,3.0,2.0,0.097284925,0.423554337,0.0
8131,1.54,1.0,58.2047,1.0,0.00195,4.22e+17,0.49291,5.57e+17,0.0,2.0,0.998971628,2.0,1.0,1.0,1.0,1.0,0.489079651,1.970254532,0.0
8132,2.04,1.0,80.8538,1.0,8.33e+16,9.64e+17,0.4915,5.02e+17,0.0,2.0,1.0,8.0,3.0,1.0,1.0,4.0,0.095589878,1.993416505,0.0
8133,5.54,1.0,39.7972,4.0,0.00195,6.19e+17,0.49844,0.00391,0.0,2.0,1.0,134.0,1.0,129.0,1.0,4.0,0.970166018,1.274113439,0.0
8134,2.81,1.0,186.2611,1.0,9.24e+16,4.29e+17,0.49023,5.47e+17,0.0,1.0,0.999575755,4.0,1.0,4.0,1.0,4.0,0.0537582,1.856986231,0.0
8135,1.81,0.3615,40.6756,1.0,3.09e+16,5.56e+17,0.49796,0.00391,0.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,0.958264494,0.540802517,0.0
8136,6.07,1.0,-31.4046,1.0,0.00195,1.96e+17,0.49756,2.05e+17,0.0,2.0,0.999702915,4.0,2.0,3.0,6.0,4.0,0.095018692,1.323613604,0.0
8137,0.86,1.0,80.776,1.0,0.00195,5.09e+17,0.49365,2.21e+17,0.0,0.0,0.998841742,2.0,1.0,4.0,6.0,2.0,0.10473517,1.359660015,0.0
8138,8.78,0.24509,34.8257,2.0,5.25e+17,4.1e+17,0.49496,5.6e+17,0.0,2.0,1.0,2.0,1.0,10.0,1.0,2.0,0.970558914,3.0,0.0
8139,1.14,1.0,27.7682,6.0,0.00195,0.00024,0.90322,0.00391,0.0,1.0,0.998443089,33.0,2.0,3.0,5.0,4.0,0.040776236,0.737992504,0.0
8140,0.37,0.53738,131.9072,1.0,0.00195,2.93e+17,0.91877,0.00391,0.0,0.0,0.997976346,7.0,2.0,2.0,2.0,2.0,0.251989062,3.0,0.0
8141,2.27,1.0,137.0907,1.0,0.00195,5.14e+17,0.49273,6.02e+17,0.0,2.0,0.999637679,8.0,2.0,3.0,1.0,5.0,0.113931338,0.658942007,1.0
8142,7.64,1.0,-8.9322,1.0,0.00195,2.49e+17,0.49861,1e+17,0.0,1.0,0.99919686,4.0,2.0,2.0,3.0,1.0,0.483364844,2.060709233,1.0
8143,3.493884117951371,1.0,-7.9269,1.0,0.00195,0.00024,0.96503,0.00391,0.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,0.990379641,3.0,0.0
8144,1.96,0.5592,86.0859,1.0,3.85e+17,3.76e+17,0.48693,0.00391,0.0,1.0,0.999886551,2.0,1.0,2.0,1.0,2.0,0.233702375,3.0,0.0
8145,2.06,1.0,0.4208,1.0,1.95e+17,4.79e+17,0.49237,0.00391,0.0,0.0,1.0,1.0,1.0,129.0,1.0,1.0,0.485297364,1.878992289,0.0
8146,5.82,1.0,49.3539,1.0,4.13e+16,5.48e+17,0.49208,5.05e+17,0.0,5.0,0.999716249,4.0,1.0,4.0,2.0,2.0,0.517907703,2.068864376,0.0
8147,1.73,0.99468,6.269,6.0,6.61e+17,2.59e+17,0.49573,3.69e+17,0.0,1.0,0.99825504,5.0,8.0,4.0,1.0,8.0,0.17487322,1.79315468,0.0
8148,2.07,1.0,23.8394,1.0,0.00195,6.31e+16,0.50231,4.24e+17,0.0,1.0,1.0,4.0,1.0,1.0,1.0,12.0,0.495913365,2.04433994,1.0
8149,0.61,0.32811,91.3616,1.0,1.65e+17,0.00024,0.49911,2.8e+16,0.0,2.0,0.999157155,1.0,1.0,1.0,1.0,3.0,0.490778784,2.048431705,0.0
8150,6.07,1.0,33.0205,2.0,3.24e+17,4.93e+17,0.4905,2.94e+16,0.0,1.0,1.0,114.0,2.0,3.0,1.0,4.0,0.505254964,1.249419157,0.0
8151,0.98,1.0,-10.6543,1.0,1.66e+17,1.33e+17,0.49571,1.96e+17,0.0,2.0,0.99753793,4.0,3.0,129.0,2.952894378729195,4.0,0.474695382,2.026130396,0.0
8152,0.51,1.0,72.1916,1.0,1.39e+17,6.42e+17,0.50116,0.00391,0.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,2.139263762,0.0
8153,5.5,0.99724,109.3121,1.0,0.00195,0.00024,0.49925,0.00391,0.0,0.0,0.999901051,1.0,1.0,1.0,1.0,4.0,0.96953402,1.63288093,1.0
8154,4.73,1.0,121.9762,18.0,4.48e+17,7.71e+16,0.49832,4.29e+17,0.0,0.0,1.0,3.0,1.0,129.0,1.0,3.8150470219435735,0.46818513,2.793074274,0.0
8155,3.07,1.0,7.4561,1.0,9.96e+16,7.43e+17,0.49716,8.04e+17,0.0,0.0,1.0,3.0,1.0,57.0,1.0,8.0,0.105438411,2.117260418,0.0
8156,2.9,1.0,190.6275,1.0,0.00195,6.85e+17,0.49257,0.00391,0.0,1.0,0.999086979,2.0,1.0,3.0,1.0,4.0,0.309894745,0.689048739,0.0
8157,0.7,1.0,104.9429,1.0,2.67e+17,3.38e+17,0.25,5.24e+17,0.0,1.0,0.998217501,5.0,1.0,4.0,4.0,4.0,0.081834022,1.318157498,0.0
8158,2.67,1.0,106.2213,4.0,0.00195,3.65e+17,0.49215,0.00391,0.0,3.0,0.998816789,5.0,1.0,2.0,3.0,4.0,0.484035229,2.653461887,0.0
8159,7.93,1.0,53.6518,1.0,0.00195,2.03e+17,0.49901,2.1e+17,0.0,0.0,0.998697691,3.0,1.0,2.0,1.0,4.0,0.154365536,0.578850055,0.0
8160,2.8,1.0,65.0784,1.0,0.00195,3.77e+17,0.49579,0.00391,0.0,0.0,1.0,4.0,26.0,2.0,2.952894378729195,3.0,1.0,1.482981777,0.0
8161,3.44,1.0,15.6325,2.0,0.00195,4.75e+17,0.49957,3.31e+17,0.0,4.0,1.0,7.0,124.0,129.0,1.0,4.0,0.507014396,2.086400404,0.0
8162,1.88,1.0,-49.8152,3.0,0.00195,0.00024,0.49414,0.00391,0.0,2.0,0.998701925,1.0,1.0,122.0,2.952894378729195,4.0,0.487948742,1.010113361,0.0
8163,1.89,1.0,-93.8516,1.0,4.34e+17,6.42e+17,0.50381,2.38e+17,0.0,3.0,0.997639096,130.0,2.0,3.0,1.0,3.8150470219435735,0.166916593,3.0,0.0
8164,0.68,1.0,82.9474,1894.0,0.00195,6.2e+17,0.49811,0.00391,0.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,0.5154525,1.240980003,0.0
8165,7.07,0.24098,15.2938,8.0,0.00195,8.23e+17,0.50674,1.2e+17,0.0,0.0,0.998556307,4.0,1.0,125.0,4.0,2.0,5.83e-05,2.668457276,0.0
8166,3.24,1.0,88.6877,1.0,0.00195,1.6e+17,0.49131,4.16e+17,0.0,0.0,0.998338482,4.0,4.0,5.0,4.0,2.0,0.273056108,1.789604021,0.0
8167,1.69,1.0,53.8256,1.0,0.00195,6.41e+17,0.48233,2.06e+16,0.0,1.0,1.0,7.0,2.0,3.0,1.0,3.0,0.285782819,2.079520599,0.0
8168,3.78,1.0,168.3158,1.0,1.04e+17,0.00024,0.49741,7.36e+17,0.0,1.0,0.999736035,6.0,2.0,4.0,1.0,2.0,1.0,3.0,0.0
8169,7.9,0.21247,117.6608,1.0,1.82e+17,3.38e+17,0.48869,0.00391,0.0,1.0,1.0,14.0,1.0,4.0,1.0,3.0,0.983881798,2.019417076,0.0
8170,8.37,0.26668,85.2231,1.0,2e+17,0.00024,0.49622,0.00391,0.0,10.0,0.999948734,2.0,3.0,1.0,1.0,4.0,0.949129463,0.795275556,0.0
8171,4.72,0.23713,45.9308,19.0,0.00195,2.25e+17,0.49411,2.31e+17,0.0,1.0,0.999160833,134.0,1.0,5.0,5.0,8.0,0.086202936,0.887215573,1.0
8172,7.14,0.99538,95.7303,1.0,0.00195,3.1e+17,0.49633,0.00391,0.0,3.0,1.0,1.0,3.0,3.0,1.0,4.0,0.505027637,2.120932371,0.0
8173,2.84,1.0,111.6196,1.0,0.00195,1e+17,0.49236,4.66e+17,0.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,0.315451493,1.345089845,0.0
8174,3.493884117951371,1.0,21281.0,1.0,3.02e+17,9.96e+17,0.49664,0.00391,0.0,2.0,0.998278738,4.0,2.0,2.0,1.0,2.0,0.512514984,1.805437726,0.0
8175,2.02,1.0,-46.9831,1.0,7.76e+17,2.08e+17,0.50132,2.48e+17,0.0,0.0,0.999642205,5.0,1.0,2.0,1.0,2.0,0.994627664,2.105575086,0.0
8176,2.0,0.54306,100.4273,1.0,4.15e+17,0.00024,0.95357,1.41e+17,0.0,3.0,0.999661955,119.0,2.0,48.0,4.0,4.0,0.099107788,1.830915066,0.0
8177,3.22,1.0,104.5777,1.0,1.84e+17,5.83e+16,0.49674,0.00391,0.0,0.0,1.0,6.0,1.0,5.0,1.0,2.0,0.029250453,3.0,0.0
8178,0.9,0.24158,35.1091,1.0,4.57e+17,0.00024,0.8987,4.59e+17,0.0,1.0,0.998699588,5.0,2.0,3.0,2.0,2.0,0.990134267,1.37193221,0.0
8179,1.8,1.0,55.5373,1.0,0.00195,9.76e+16,0.50173,5.57e+17,0.0,0.0,0.99968052,2.0,1.0,2.0,1.0,2.0,0.077033379,2.11922866,0.0
8180,0.25,1.0,169.9293,15.0,5.85e+16,6.87e+17,0.90844,3.1e+17,0.0,2.0,1.0,134.0,1.0,2.0,3.0,3.8150470219435735,0.032827408,2.499217626,1.0
8181,7.45,1.0,165.6108,1.0,2.78e+17,0.00024,0.49493,1.02e+17,0.0,2.0,1.0,31.0,1.0,4.0,5.0,5.0,1.0,3.0,0.0
8182,1.71,1.0,84.1831,7.0,5.41e+17,4.12e+17,0.50045,3.1e+17,0.0,2.0,0.998063303,134.0,1.0,4.0,1.0,4.0,0.955001408,0.601654595,0.0
8183,5.07,1.0,43.4954,1.0,4.56e+16,1.27e+17,0.49741,0.00391,0.0,2.0,0.998441824,5.0,1.0,2.0,1.0,2.0,0.989633374,2.089816252,0.0
8184,1.91,0.33016,-49.1033,2.0,0.00195,2.54e+17,0.50034,0.00391,0.0,2.0,1.0,33.0,2.0,4.0,1.0,4.0,0.512697502,1.368191114,0.0
8185,3.07,1.0,15.1265,1.0,0.00195,0.00024,0.49733,6.8e+16,0.0,0.0,1.0,1.0,1.0,3.0,2.952894378729195,12.0,0.077409636,1.431597794,0.0
8186,3.7,1.0,54.124,1.0,0.00195,3.57e+17,0.40963,5.16e+17,0.0,0.0,0.999635185,3.0,1.0,2.0,1.0,4.0,0.051917062,2.089222596,0.0
8187,3.51,1.0,81.8755,13.0,5.21e+17,3.93e+17,0.49327,2.63e+17,0.0,0.0,0.999697138,2.0,2.0,2.0,1.0,12.0,0.11922919,3.0,0.0
8188,3.74,1.0,53.9714,1.0,0.00195,5.66e+17,0.5029,9.45e+17,0.0,1.0,1.0,5.0,1.0,1.0,1.0,6.0,0.249590959,1.94225172,0.0
8189,0.5,1.0,86.7135,1.0,2.16e+16,2.89e+17,0.49492,0.00391,0.0,125.0,0.999318137,125.0,1.0,3.0,1.0,1.0,1.0,2.325514662,0.0
8190,5.75,1.0,47.686,1.0,1.85e+17,5.81e+17,0.50314,3.25e+17,0.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,0.480650437,1.150867115,0.0
8191,3.47,1.0,102.7719,1.0,0.00195,1.69e+17,0.94026,0.00391,0.0,2.0,1.0,6.0,3.0,4.0,1.0,4.0,0.042034226,1.764399738,0.0
8192,1.91,1.0,21.9122,1.0,4.34e+17,0.00024,0.49532,1.23e+17,0.0,2.0,1.0,5.0,1.0,4.0,2.0,4.0,0.10307002,3.0,0.0
8193,1.1,1.0,105.2605,1.0,2.33e+17,4.4e+17,0.49266,3.66e+16,0.0,3.0,1.0,5.0,35.0,129.0,1.0,3.0,0.999831107,1.07194216,0.0
8194,1.87,1.0,119.9441,9.0,1.34e+17,3.8e+17,0.49443,5.83e+17,0.0,2.0,0.999914055,1.0,1.0,1.0,1.0,11.0,1.0,2.569766195,0.0
8195,1.72,1.0,-15.3457,1.0,1.06e+17,3.33e+17,0.4982,8.63e+16,0.0,1.0,0.999201848,2.0,1.0,2.0,1.0,2.0,0.49344667,0.741849465,0.0
8196,3.26,1.0,164.0886,1.0,3.71e+17,6.5e+16,0.50318,0.00391,0.0,1.0,0.997492402,4.0,1.0,2.0,1.0,4.0,0.511092923,0.178965093,0.0
8197,1.8,1.0,81.7948,2.0,0.00195,4.96e+17,0.49163,4.26e+17,0.0,129.0,1.0,5.0,1.0,3.0,1.0,11.0,0.495296867,3.0,0.0
8198,7.6,0.60359,115.7773,8.0,0.00195,1.85e+17,0.48938,2.5e+17,0.0,2.0,0.999999269,4.0,2.0,129.0,4.0,1.0,0.106256721,3.0,0.0
8199,0.56,1.0,169.6095,1.0,2.51e+17,0.00024,0.50026,4.37e+17,0.0,1.0,0.998147529,3.0,1.0,4.0,1.0,1.0,0.064802812,1.371797998,1.0
8200,0.6,1.0,85.4614,1.0,4.93e+17,5.55e+17,0.49741,6.88e+17,0.0,2.0,1.0,8.0,3.0,5.0,4.0,8.0,0.017999628,1.032384818,0.0
8201,3.29,0.33219,53.4712,1.0,0.00195,3.85e+17,0.49477,2.92e+17,0.0,2.0,0.999810915,112.0,2.0,2.0,1.0,1.0,0.992287903,3.0,0.0
8202,6.69,0.26009,141.4316,45.0,0.00195,8.11e+17,0.50791,8.83e+17,0.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,0.491043189,2.114554117,0.0
8203,6.41,0.99822,33.1681,1.0,0.00195,3.17e+17,0.50034,3.33e+16,0.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,0.151833292,3.0,0.0
8204,1.2,1.0,97.242,1.0,0.00195,0.00024,0.49535,0.00391,0.0,2.0,1.0,2.0,2.0,129.0,1.0,12.0,0.972605155,0.610651636,1.0
8205,4.72,1.0,75.8646,18.0,2.09e+17,3.44e+17,0.4969,3.7e+17,0.0,1.0,1.0,5.0,1.0,2.0,1.0,3.0,0.494314149,1.41863502,0.0
8206,2.66,0.53292,126.7872,1.0,4.68e+17,0.00024,0.48771,4.37e+17,0.0,0.0,0.999438894,5.0,1.0,2.0,1.0,1.0,0.079320392,0.452267311,0.0
8207,1.99,1.0,64.7298,1899.0,0.00195,2.03e+16,0.494,5.52e+17,0.0,3.0,0.999690238,134.0,1.0,129.0,1.0,4.0,0.092635628,0.620534601,0.0
8208,0.83,1.0,76.0926,6.0,1.54e+16,7.68e+17,0.50227,8.14e+16,0.0,4.0,1.0,134.0,1.0,3.0,1.0,4.0,0.491094563,1.977253569,0.0
8209,0.37,1.0,32.2085,1.0,1.75e+17,0.00024,0.49886,0.00391,0.0,1.0,0.999708375,5.0,1.0,129.0,1.0,2.0,0.053458382,3.0,0.0
8210,6.18,1.0,57.2764,1.0,2.54e+17,2.73e+17,0.50598,5.72e+17,0.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.486818502,2.95164157,0.0
8211,7.77,0.99995,-27.28,1.0,0.00195,3.74e+17,0.49101,3.22e+17,0.0,2.0,0.998463214,4.0,3.0,2.0,2.0,4.0,0.107153345,0.928395063,0.0
8212,8.31,1.0,54.4777,1.0,0.00195,4.66e+17,0.48853,0.00391,0.0,1.0,0.998440039,4.0,1.0,3.0,1.0,2.0,0.494303131,1.165244381,0.0
8213,7.08,0.31696,88.5936,3.0,0.00195,3.51e+17,0.96062,0.00391,0.0,12.0,0.999317924,6.0,3.0,3.0,1.0,6.0,0.162044519,0.640866974,1.0
8214,4.48,1.0,82.2077,1.0,5.93e+16,0.00024,0.49878,2.9e+16,0.0,0.0,1.0,24.0,1.0,4.0,1.0,2.0,0.314295132,1.440552564,1.0
8215,0.57,1.0,-22.7292,1.0,5.64e+17,4.66e+17,0.49957,1.16e+17,0.0,1.0,0.996303324,5.0,1.0,129.0,1.0,4.0,0.497806293,1.347258465,0.0
8216,3.82,1.0,49.5923,2.0,0.00195,7.41e+17,0.48871,1.64e+17,0.0,1.0,0.999740612,1.0,1.0,1.0,1.0,4.0,0.270982913,1.323077542,0.0
8217,0.28,0.49666,-18.0956,1.0,6.76e+16,0.00024,0.50349,9.47e+16,0.0,2.0,1.0,128.0,1.0,2.0,1.0,3.0,0.526360341,1.190171228,0.0
8218,0.64,1.0,98.4537,11.0,0.00195,5.82e+17,0.49898,3.22e+17,0.0,2.0,0.998107738,3.0,2.0,3.0,1.0,12.0,0.496599976,3.0,0.0
8219,5.66,1.0,67.4021,3.0,5.69e+16,1.63e+17,0.4978,5.82e+17,0.0,1.0,0.999760524,120.0,1.0,2.0,1.0,13.0,0.974325675,2.986325695,0.0
8220,7.35,1.0,73.3441,1.0,0.00195,9.39e+16,0.49709,1.69e+17,0.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,0.997493104,2.530476024,0.0
8221,5.84,1.0,-27.9455,1.0,0.00195,5.31e+17,0.49508,2.4e+17,0.0,2.0,0.998080153,1.0,2.0,2.0,1.0,6.0,0.083743018,2.569548995,0.0
8222,0.53,1.0,77.7169,1.0,0.00195,6.65e+17,0.49225,0.00391,0.0,2.0,0.998792547,5.0,1.0,3.0,1.0,4.0,0.496159672,3.0,0.0
8223,5.46,1.0,32.3056,1.0,3.3e+17,1.86e+17,0.50064,7.49e+17,0.0,1.0,1.0,30.0,3.0,2.0,1.0,2.0,0.485614997,0.731148108,0.0
8224,4.91,1.0,82.5796,12.0,0.00195,4.94e+17,0.49204,3.53e+17,0.0,1.0,0.998098041,6.0,1.0,8.0,1.0,8.0,0.49490382,0.766543145,0.0
8225,7.22,1.0,65.7333,1.0,2.12e+17,5.74e+17,0.50649,3.52e+17,0.0,1.0,0.999841072,4.0,2.0,3.0,1.0,2.0,0.498712457,1.270697459,0.0
8226,2.01,1.0,-41.8931,1.0,0.00195,5.56e+17,0.49263,7.3e+16,0.0,2.0,0.999704084,134.0,1.0,3.0,5.0,4.0,1.0,2.062151245,0.0
8227,1.7,0.17669,113.0471,3.0,0.00195,1.84e+17,0.90993,0.00391,0.0,3.0,0.998912593,3.0,2.0,3.0,1.0,4.0,5.83e-05,1.349858712,1.0
8228,0.59,0.52983,13.411,1.0,0.00195,5.84e+17,0.48732,3.75e+16,0.0,2.0,1.0,4.0,1.0,2.0,1.0,4.0,0.490895774,0.866187468,0.0
8229,8.4,1.0,-73.4544,1.0,0.00195,4.13e+17,0.49807,0.00391,0.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,0.502977365,1.270572578,0.0
8230,0.58,1.0,68.0146,7.0,0.00195,1.79e+17,0.25,0.00391,0.0,0.0,0.999862252,1.0,33.0,3.0,1.0,1.0,0.161305647,0.616645271,0.0
8231,3.57,0.5675,38.4568,2042.0,3.19e+16,8.42e+17,0.49934,0.00391,0.0,1.0,0.998445042,4.0,2.0,2.0,1.0,3.0,0.999750391,0.548352578,0.0
8232,1.93,0.58476,29.4955,1.0,0.00195,4.59e+17,0.49107,0.00391,0.0,2.0,1.0,6.0,1.0,2.0,1.0,4.0,0.114575058,1.789465993,0.0
8233,1.83,1.0,141.6933,1.0,0.00195,2.6e+17,0.50357,4.34e+17,0.0,2.0,0.998533517,2.0,2.0,4.0,1.0,4.0,0.096795281,0.78962483,0.0
8234,7.36,0.31519,20.4923,11.0,0.00195,1.43e+17,0.49693,6.3e+16,0.0,1.0,0.997683129,130.0,1.0,1.0,5.0,7.0,0.481656664,1.105116408,0.0
8235,1.83,0.31389,-21.0742,3.0,0.00195,1.19e+17,0.49532,4.18e+17,0.0,3.0,1.0,134.0,120.0,2.0,4.0,3.8150470219435735,0.489174296,0.109162479,0.0
8236,9.18,1.0,-73.9935,1.0,1.66e+17,5.33e+17,0.34401,5.84e+17,0.0,2.0,0.998847245,4.0,2.0,3.0,1.0,2.0,0.489974469,1.438767897,0.0
8237,1.11,1.0,105.7536,1.0,0.00195,2.56e+17,0.49035,4.23e+17,0.0,1.0,0.615109427,1.0,1.0,4.0,1.0,1.0,0.039828341,1.199245999,0.0
8238,0.79,1.0,42.569,163.0,2.87e+17,8.15e+17,0.50129,0.00391,0.0,1.0,0.998230891,126.0,1.0,129.0,1.0,7.0,0.027072207,2.554309776,0.0
8239,5.35,0.9955,72.2124,7.0,0.00195,5.02e+17,0.49311,0.00391,0.0,1.0,0.999060315,1.0,1.0,129.0,1.0,4.0,0.503165604,3.0,0.0
8240,7.47,1.0,7.0159,1978.0,0.00195,5.43e+17,0.49116,4.76e+17,0.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,0.482479499,2.075733813,0.0
8241,1.85,1.0,-17.4829,1.0,0.00195,4.05e+17,0.48852,7.93e+17,0.0,3.0,0.998955257,4.0,2.0,129.0,1.0,4.0,0.103175739,1.772813745,0.0
8242,1.99,1.0,56.5697,1.0,4.82e+17,2.6e+17,0.48924,2.75e+17,0.0,0.0,1.0,6.0,1.0,4.0,1.0,4.0,0.512149641,2.136313688,0.0
8243,2.69,0.35503,42.5398,1.0,0.00195,5.45e+17,0.49854,1.66e+17,0.0,3.0,1.0,3.0,2.0,2.0,4.0,7.0,0.095468923,1.834651683,0.0
8244,7.28,0.53744,19678.2594,7.0,4.19e+17,0.00024,0.90255,0.00391,0.0,2.0,1.0,126.0,2.0,3.0,1.0,2.0,0.071918008,0.672283324,0.0
8245,3.44,1.0,25.9482,6.0,0.00195,0.00024,0.50407,3.24e+17,0.0,1.0,1.0,4.0,22.0,3.0,1.0,3.0,0.494904817,1.757930515,0.0
8246,2.67,0.50478,38.4064,1.0,2.54e+17,1.13e+17,0.49117,3.74e+17,0.0,1.0,0.998889884,5.0,1.0,3.0,6.0,6.0,0.069534816,1.953798712,0.0
8247,6.9,1.0,17.5874,1.0,0.00195,4.53e+17,0.49983,4.22e+17,0.0,1.0,1.0,5.0,1.0,2.0,6.0,4.0,0.507086322,3.0,0.0
8248,6.83,1.0,27.9988,1.0,0.00195,0.00024,0.49403,1.87e+17,0.0,0.0,0.997489937,130.0,1.0,2.0,1.0,4.0,0.522436389,2.088685164,0.0
8249,9.07,1.0,102.9827,6.0,1.29e+17,4.43e+17,0.49015,0.00391,0.0,2.0,1.0,4.0,1.0,4.0,4.0,4.0,0.489098645,1.352927875,0.0
8250,6.12,1.0,149.5456,3.0,0.00195,3.65e+17,0.49814,0.00391,0.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,0.480668153,3.0,0.0
8251,3.41,1.0,56.9819,1.0,6.24e+17,0.00024,0.48943,3.48e+16,0.0,1.0,0.999024351,6.0,1.0,2.0,1.0,2.0,0.305423996,3.0,0.0
8252,3.76,0.24892,84.0625,12.0,4.74e+17,1e+17,0.49757,7.01e+17,0.0,1.0,0.997800681,5.0,1.0,1.0,1.0,6.0,0.060715633,0.078993673,0.0
8253,3.53,0.54498,75.4825,1.0,0.00195,1.82e+17,0.49738,7.17e+16,0.0,1.0,1.0,7.0,1.0,4.0,1.0,3.0,0.215127436,1.985452788,0.0
8254,5.98,0.39031,64.9631,2.0,0.00195,5.28e+17,0.49468,0.00391,0.0,0.0,1.0,2.0,1.0,1.0,1.0,3.8150470219435735,0.490770477,2.503243472,0.0
8255,0.76,0.35878,0.1431,5.0,6.22e+16,8.66e+17,0.49487,0.00391,0.0,2.0,1.0,4.0,2.0,4.0,5.0,5.0,0.065009079,1.780739169,0.0
8256,3.09,1.0,85.4736,1.0,4.66e+17,4.34e+17,0.9865,0.00391,0.0,3.0,0.999377845,38.0,2.0,2.0,6.0,2.0,0.080646789,1.846235936,0.0
8257,1.72,1.0,72.1069,20.0,9304120000000000.0,6.99e+17,0.501,0.00391,0.0,2.0,0.998534087,134.0,1.0,129.0,5.0,4.0,0.493730973,2.375817384,0.0
8258,1.99,0.28293,124.049,3.0,2.87e+17,4.01e+17,0.50072,4.43e+16,0.0,2.0,0.998836922,33.0,2.0,31.0,28.0,4.0,0.254815924,3.0,0.0
8259,2.45,1.0,57.7012,1.0,5.41e+17,1.8e+17,0.49959,1.64e+17,0.0,0.0,0.999076336,6.0,1.0,2.0,1.0,4.0,0.511393489,1.753673226,0.0
8260,5.83,1.0,94.1415,6.0,4.33e+17,6.18e+17,0.49888,0.00391,0.0,1.0,1.0,1.0,1.0,32.0,1.0,4.0,0.294631523,0.524387503,0.0
8261,3.42,0.56465,98.907,1.0,2.43e+17,0.00024,0.49838,7.64e+17,0.0,1.0,0.998022514,4.0,2.0,2.0,2.0,4.0,0.201312798,1.281051251,0.0
8262,1.93,1.0,119.3441,1.0,1.45e+17,0.00024,0.49344,2.02e+17,0.0,2.0,1.0,131.0,1.0,3.0,1.0,4.0,0.115936859,3.0,0.0
8263,7.36,1.0,6.0469,1.0,0.00195,6.53e+17,0.96112,3.61e+17,0.0,2.0,0.999118459,25.0,1.0,4.0,1.0,1.0,0.061779065,0.613707667,0.0
8264,4.17,0.99811,46.9784,1.0,0.00195,3.92e+17,0.97409,0.00391,0.0,1.0,0.999590972,6.0,1.0,2.0,1.0,2.0,0.999112382,1.10357142,0.0
8265,1.85,0.37367,-30.4654,1.0,5.82e+16,1.25e+17,0.49457,8.52e+17,0.0,1.0,0.999732876,3.0,1.0,1.0,1.0,4.0,0.299297953,3.0,0.0
8266,2.0,1.0,21.3409,1.0,3.54e+17,0.00024,0.25898,4.35e+17,0.0,0.0,0.999424509,5.0,1.0,3.0,1.0,1.0,0.507328785,1.228416204,0.0
8267,6.88,1.0,78.2982,3.0,0.00195,3.68e+17,0.49619,1.42e+17,0.0,2.0,0.997777275,6.0,3.0,4.0,4.0,4.0,0.059665531,3.0,0.0
